ID	Name	TYPE1	TYPE2	STAND	WALK
866	Skavid	0	114	257	254
867	Skavid	0	114	257	254
868	Skavid	0	114	257	254
869	Skavid	0	114	257	254
870	Enclave guard	83	1477	11462	10625
872	Watchtower Wizard	0	4	808	819
873	Ogre trader	0	321	10626	10625
874	Ogre merchant	0	321	10626	10625
875	Ogre trader	0	321	10626	10625
876	Ogre trader	0	321	10626	10625
877	Tower guard	28	4	808	819
878	Colonel Radick	38	4	808	819
879	Delrith	27	75	66	63
880	Weakened Delrith	1	956	4619	63
881	Traiborn	0	4	808	819
882	Gypsy Aris	0	4	808	819
883	Sir Prysin	0	4	808	819
884	Captain Rovin	0	4	808	819
885	Ceril Carnillean	0	4	808	819
886	Claus the chef	0	4	808	819
887	Guard	0	4	808	819
888	Philipe Carnillean	0	165	7158	7160
889	Henryeta Carnillean	0	4	808	819
890	Butler Jones	0	4	808	819
891	Alomone	13	4	808	819
892	Hazeel	296	4	808	819
893	Clivet	13	4	808	819
894	Hazeel Cultist	13	4	808	819
895	Boy	0	165	7158	7160
896	Nora T. Hagg	0	4	808	819
897	Witch's experiment	19	114	257	254
898	Witch's experiment (sed form)	30	17	5326	5325
899	Witch's experiment (third form)	42	13	4919	4923
900	Witch's experiment (fourth form)	53	97	6580	6556
901	Mouse	0	132	242	239
902	Gundai	0	4	808	819
903	Lundail	0	4	808	819
904	Chamber guardian	0	4	808	819
905	Kolodion	0	4	808	819
906	Kolodion	0	4	808	819
907	Kolodion	0	4	808	819
908	Kolodion	0	59	130	127
909	Kolodion	0	323	5318	5317
910	Kolodion	0	111	842	841
911	Kolodion	112	75	66	63
912	Battle mage	54	4	808	819
913	Battle mage	54	4	808	819
914	Battle mage	54	108	195	189
915	Leela	0	4	808	819
916	Joe	0	4	808	819
917	Jail guard	26	4	808	819
918	Ned	0	4	808	819
919	Lady Keli	0	4	808	819
920	Prince Ali	0	4	808	819
921	Prince Ali	0	4	808	819
922	Aggie	0	4	808	819
923	Hassan	0	4	808	819
924	Osman	0	4	808	819
925	Border Guard	0	210	9735	9736
926	Border Guard	0	210	9735	9736
927	Fishing spot	0	178	9645	9645
928	Gujuo	0	29	813	1205
929	Ungadulu	70	4	808	819
930	Ungadulu	169	4	808	819
931	Jungle savage	90	29	813	1205
932	Fionella	0	4	808	819
933	Siegfried Erkle	0	4	808	819
934	Nezikchened	187	75	66	63
935	Viyeldi	79	47	808	-1
936	San Tojalon	106	70	5483	5481
937	Irvig Senay	100	70	5483	5481
938	Ranalph Devere	92	70	5483	5481
939	Boulder	0	289	-1	6
940	Echned Zekin	187	73	5538	5539
941	Green dragon	79	77	90	79
942	Master chef	0	4	808	819
943	Survival expert	0	4	808	819
944	Combat instructor	146	31	2561	819
945	RuneScape guide	0	4	808	819
946	Magic instructor	0	119	813	819
947	Financial advisor	0	4	808	819
948	Mining instructor	0	4	808	819
949	Quest guide	0	4	808	819
950	Giant rat	3	9	4932	4931
951	Chicken	3	62	5386	5385
952	Fishing spot	0	178	9645	9645
953	Banker	0	4	808	819
954	Brother Brace	0	4	808	819
955	Cow	2	66	5852	5848
956	Drunken Dwarf	0	48	900	104
957	Mubariz	0	4	808	819
958	Fadli	0	4	808	819
959	A'abla	0	4	808	819
960	Sabreen	0	4	808	819
961	Surgeon General Tafani	0	4	808	819
962	Jaraah	0	4	808	819
963	Zahwa	0	4	808	819
964	Ima	0	4	808	819
965	Sabeil	0	4	808	819
966	Jadid	0	4	808	819
967	Dalal	0	4	808	819
968	Afrah	0	4	808	819
969	Jeed	0	4	808	819
970	Diango	0	4	808	819
971	Chadwell	0	4	808	819
972	Koftik	0	4	808	819
973	Koftik	0	4	808	819
974	Koftik	0	4	808	819
975	Koftik	0	4	808	819
976	Koftik	0	4	808	819
977	Blessed spider	39	17	5326	5325
978	Blessed giant rat	9	9	4932	4931
979	Slave	0	4	808	819
980	Slave	0	4	808	819
981	Slave	0	4	808	819
982	Slave	0	4	808	819
983	Slave	0	4	808	819
984	Slave	0	4	808	819
985	Slave	0	4	808	819
986	Boulder	0	289	-1	6
987	Unicorn	15	232	6374	6373
988	Sir Jerro	62	4	808	819
989	Sir Carl	62	4	808	819
990	Sir Harry	62	4	808	819
991	Half-soulless	1	797	800	800
992	Kardia	0	119	813	819
993	Witch's cat	0	41	9158	9157
994	Niloof	0	2	101	98
995	Klank	0	2	101	98
996	Kamen	0	2	101	98
997	Kalrag	89	283	5318	5317
998	Othainian	91	75	66	63
999	Doomion	91	75	66	63
1000	Holthion	91	75	66	63
1001	Dark mage	0	4	808	819
1002	Disciple of Iban	13	4	808	819
1003	Lord Iban	0	796	346	819
1004	Spider	1	99	6247	6248
1005	Giant bat	0	76	4914	4913
1006	Sea slug	0	253	932	933
1007	Zamorak wizard	65	4	808	819
1008	Hamid	0	4	808	819
1009	Poison spider	31	186	5326	5325
1010	Rantz	0	1476	11426	11463
1011	Fycie	0	1143	8627	8626
1012	Bugs	0	1143	8627	8626
1013	Swamp toad	0	274	1018	1021
1014	Bloated Toad	0	1051	1020	1020
1015	Iron pickaxe	0	1000	1445	181
1016	Chompy bird	0	1053	6768	6768
1017	Chicken	1	62	5386	5385
1018	Rooster	3	62	5386	5385
1019	Fire elemental	35	1177	1027	1028
1020	Earth elemental	35	1174	4866	4867
1021	Air elemental	34	1176	1039	1039
1022	Water elemental	34	1178	1045	1047
1023	Vampire	72	4	808	819
1028	Baby impling	0	172	6613	6614
1029	Young impling	0	172	6613	6614
1030	Gourmet impling	0	172	6613	6614
1031	Earth impling	0	172	6613	6614
1032	Essence impling	0	172	6613	6614
1033	Eclectic impling	0	172	6613	6614
1034	Nature impling	0	172	6613	6614
1035	Magpie impling	0	172	6613	6614
1036	Banker	0	92	808	808
1037	Prissy Scilla	0	108	195	189
1038	Rufus	0	4	808	819
1039	Barker	0	4	808	819
1040	Fidelio	0	4	808	819
1041	Sbott	0	4	808	819
1042	Roavar	0	4	808	819
1043	Will o' the wisp	0	250	1071	1071
1044	Monk of Zamorak	22	4	808	819
1045	Monk of Zamorak	17	4	808	819
1046	Monk of Zamorak	30	4	808	819
1049	Drezel	0	4	808	819
1050	Filliman Tarlock	0	111	842	841
1051	Nature Spirit	0	111	842	841
1052	Ghast	0	167	1092	1091
1053	Ghast	30	168	1086	1085
1054	Ulizius	0	4	808	819
1055	Pirate Jackie the Fruit	0	4	808	819
1056	Mime	0	47	808	-1
1057	Strange watcher	0	670	1137	-1
1058	Strange watcher	0	670	1137	-1
1059	Strange watcher	0	670	1137	-1
1060	Denulth	0	4	808	819
1061	Sergeant	0	4	808	819
1062	Sergeant	0	4	808	819
1063	Soldier	0	4	808	819
1064	Soldier	0	4	808	819
1065	Soldier	48	4	808	819
1066	Soldier	0	999	1144	1144
1067	Soldier	0	999	1144	1144
1068	Soldier	0	999	1144	1144
1069	Soldier	0	249	1147	1147
1070	Saba	0	4	808	819
1071	Tenzing	0	53	813	1146
1072	Eadburg	4	4	808	819
1073	Archer	42	4	808	819
1074	Archer	42	4	808	819
1075	Archer	42	4	808	819
1076	Guard	37	4	808	819
1077	Guard	37	4	808	819
1078	Harold	0	4	808	819
1079	Tostig	0	4	808	819
1080	Eohric	0	4	808	819
1081	Servant	5	4	808	819
1082	Dunstan	0	4	808	819
1083	Wistan	0	4	808	819
1084	Breoca	5	4	808	819
1085	Ocga	5	4	808	819
1086	Man	2	53	813	1146
1087	Penda	5	4	808	819
1088	Hygd	4	4	808	819
1089	Ceolburg	4	4	808	819
1090	Hild	0	4	808	819
1091	Bob	0	41	9158	9157
1092	White Knight	36	78	7047	7046
1093	Billy	0	63	5339	5340
1094	Mountain goat	0	63	5339	5340
1095	Rock	111	258	927	1141
1096	Stick	104	42	286	283
1097	Pee Hat	91	254	926	1139
1098	Kraka	91	254	926	1139
1099	Dung	0	42	286	283
1100	Ash	0	42	286	283
1101	Thrower Troll	67	42	286	283
1102	Thrower Troll	67	42	286	283
1103	Thrower Troll	67	42	286	283
1104	Thrower Troll	67	42	286	283
1105	Thrower Troll	67	42	286	283
1106	Mountain troll	69	42	286	283
1107	Mountain troll	69	42	286	283
1108	Mountain troll	69	254	926	1139
1109	Mountain troll	69	42	286	283
1110	Mountain troll	69	254	926	1139
1111	Mountain troll	69	42	286	283
1112	Mountain troll	69	42	286	283
1113	Eadgar	0	4	808	819
1114	Godric	0	4	808	819
1115	Troll general	113	258	927	1141
1116	Troll general	113	254	926	1139
1117	Troll general	113	254	926	1139
1118	Troll spectator	71	42	286	283
1119	Troll spectator	71	42	286	283
1120	Troll spectator	71	254	926	1139
1121	Troll spectator	71	42	286	283
1122	Troll spectator	71	254	926	1139
1123	Troll spectator	71	42	286	283
1124	Troll spectator	71	42	286	283
1125	Dad	101	815	925	1140
1126	Twig	71	42	286	283
1127	Berry	71	42	286	283
1128	Twig	71	816	1159	283
1129	Berry	71	816	1159	283
1130	Thrower troll	68	42	286	283
1131	Thrower troll	68	42	286	283
1132	Thrower troll	68	42	286	283
1133	Thrower troll	68	42	286	283
1134	Thrower troll	68	42	286	283
1135	Cook	0	42	286	283
1136	Cook	0	42	286	283
1137	Cook	0	42	286	283
1138	Mountain troll	71	42	286	283
1139	Mushroom	0	816	1159	283
1140	Mountain goat	0	63	5339	5340
1141	Mountain goat	0	63	5339	5340
1142	Guard	0	42	286	283
1143	Guard	0	42	286	283
1144	Guard	0	42	286	283
1145	Guard	0	42	286	283
1146	Guard	0	42	286	283
1147	Guard	0	42	286	283
1148	Guard	0	42	286	283
1149	Guard	0	42	286	283
1150	Guard	0	42	286	283
1151	Burntmeat	0	42	286	283
1152	Weird Old Man	0	4	808	819
1153	Kalphite Worker	28	195	6218	6220
1154	Kalphite Soldier	85	195	6218	6220
1155	Kalphite Guardian	141	1222	6219	6222
1156	Kalphite Worker	28	195	6218	6220
1157	Kalphite Guardian	141	1222	6219	6222
1158	Kalphite Queen	333	260	6239	6238
1159	Kalphite Queen	333	224	1183	1189
1160	Kalphite Queen	333	261	6236	6236
1161	Kalphite Larva	0	1221	6218	6221
1162	Timfraku	0	119	813	819
1163	Tiadeche	0	4	808	819
1164	Tiadeche	0	4	808	819
1165	Tinsay	0	886	813	9724
1166	Tinsay	0	886	813	9724
1167	Tamayu	0	886	813	9724
1168	Tamayu	0	119	813	819
1169	Tamayu	0	886	813	9724
1170	Tamayu	0	886	813	9724
1171	Lubufu	0	4	808	819
1172	The Shaikahan	83	689	1198	1197
1173	The Shaikahan	83	689	1198	1197
1174	Fishing spot	0	178	9645	9645
1175	Fishing spot	0	178	9645	9645
1176	Fishing spot	0	178	9645	9645
1177	Fishing spot	0	178	9645	9645
1178	Fishing spot	0	178	9645	9645
1179	Gull	0	83	6771	6773
1180	Cormorant	0	85	6772	6774
1181	Pelican	0	85	6772	6774
1182	Lord Iorwerth	0	4	808	819
1183	Elf warrior	90	119	813	819
1184	Elf warrior	108	119	813	819
1185	Elven city guard	0	119	813	819
1186	Idris	0	4	808	819
1187	Essyllt	0	4	808	819
1188	Morvran	0	4	808	819
1189	Fishing spot	0	178	9645	9645
1190	Fishing spot	0	178	9645	9645
1191	Fishing spot	0	178	9645	9645
1192	Rabbit	2	129	6089	6088
1193	Rabbit	2	129	6089	6088
1194	Rabbit	2	129	6089	6088
1195	Grizzly bear	42	13	4919	4923
1196	Grizzly bear cub	33	301	4920	4924
1197	Grizzly bear cub	36	301	4920	4924
1198	Dire Wolf	88	97	6580	6556
1199	Elf Tracker	0	4	808	819
1200	Tyras guard	110	4	808	819
1201	Elf warrior	0	119	813	819
1202	Arianwyn	0	4	808	819
1203	Tyras guard	110	29	813	1205
1204	Tyras guard	110	29	813	1205
1206	Tyras guard	0	29	813	1205
1208	Quartermaster	0	4	808	819
1209	Koftik	0	4	808	819
1210	Kings messenger	0	4	808	819
1211	Will o' the wisp	0	250	1071	1071
1212	Will o' the wisp	0	250	1071	1071
1213	Tegid	0	864	8501	819
1214	Thistle	0	-1	-1	-1
1215	Parrots	0	-1	-1	-1
1216	Parroty Pete	0	4	808	819
1217	Gardener	4	4	808	819
1218	Ghoul	42	122	1275	819
1219	Leech	52	588	1270	1269
1220	Vampire	72	4	808	819
1221	Spider	0	99	6247	6248
1222	Mist	1	125	1261	1261
1223	Vampire	61	4	808	819
1224	Vampyric hound	1	587	6580	6556
1225	Vampire	25	4	808	819
1226	Tree	0	-1	-1	-1
1227	Myre Blamish Snail	9	305	1276	1274
1228	Blood Blamish Snail	20	305	1276	1274
1229	Ochre Blamish Snail	10	305	1276	1274
1230	Bruise Blamish Snail	20	305	1276	1274
1231	Bark Blamish Snail	15	305	1276	1274
1232	Myre Blamish Snail	10	305	1276	1274
1233	Blood Blamish Snail	20	305	1276	1274
1234	Ochre Blamish Snail	15	305	1276	1274
1235	Bruise Blamish Snail	20	305	1276	1274
1236	Fishing spot	0	178	9645	9645
1237	Fishing spot	0	178	9645	9645
1238	Fishing spot	0	178	9645	9645
1239	Bedabin Nomad Fighter	56	4	808	819
1240	Loar Shadow	40	880	1290	1289
1241	Loar Shade	40	169	1282	1281
1242	Shade Spirit	0	879	1308	1308
1243	Phrin Shadow	60	880	1290	1289
1244	Phrin Shade	60	169	1282	1281
1245	Riyl Shadow	80	880	1290	1289
1246	Riyl Shade	80	169	1282	1281
1247	Asyn Shadow	100	880	1290	1289
1248	Asyn Shade	100	169	1282	1281
1249	Fiyr Shadow	120	880	1290	1289
1250	Fiyr Shade	120	169	1282	1281
1251	Afflicted(Ulsquire)	0	4	808	819
1252	Ulsquire Shauncy	0	4	808	819
1253	Afflicted(Razmire)	0	4	808	819
1254	Razmire Keelgan	0	4	808	819
1255	Mort'ton Local	0	54	808	819
1256	Mort'ton Local	0	54	808	819
1257	Afflicted	37	877	808	1306
1258	Afflicted	34	877	808	1306
1259	Mort'ton local	0	54	808	819
1260	Mort'ton local	0	54	808	819
1261	Afflicted	32	877	808	1306
1262	Afflicted	30	877	808	1306
1263	Wizard	0	4	808	819
1264	Saradomin wizard	108	4	808	819
1265	Rock Crab	13	82	1310	1311
1266	Rocks	0	1410	1315	1311
1267	Rock Crab	13	82	1310	1311
1268	Rocks	0	1410	1315	1311
1269	Olaf the Bard	0	791	1318	819
1270	Lalli	0	42	286	283
1271	Golden sheep	0	63	5339	5340
1272	Golden sheep	0	65	5345	5344
1273	Fossegrimen	0	4	808	819
1274	Ospak	0	80	1137	1323
1275	Styrmir	0	80	1137	1323
1276	Torbrund	0	80	1137	1323
1277	Fridgeir	0	80	1137	1323
1278	Longhall Bouncer	0	119	813	819
1279	The Draugen	69	4	808	819
1280	Butterfly	0	89	362	362
1281	Sigli the Huntsman	0	4	808	819
1282	Sigmund The Merchant	0	4	808	819
1283	Swensen the Navigator	0	119	813	819
1284	Bjorn	0	79	1322	1323
1285	Eldgrim	0	79	1322	1323
1286	Manni the Reveller	0	79	1322	1323
1287	Council workman	0	4	808	819
1288	Peer the Seer	0	29	813	1205
1289	Thorvald the Warrior	0	119	813	819
1290	Koschei the deathless	0	119	813	819
1291	Koschei the deathless	0	119	813	819
1292	Koschei the deathless	0	119	813	819
1293	Koschei the deathless	0	119	813	819
1294	Brundt the Chieftain	0	4	808	819
1295	Askeladden	0	165	7158	7160
1296	Guard	0	119	813	819
1297	Guard	0	119	813	819
1298	Town Guard	0	119	813	819
1299	Town Guard	0	119	813	819
1300	Thora the Barkeep	0	4	808	819
1301	Yrsa	0	4	808	819
1302	Fisherman	0	793	623	819
1303	Skulgrimen	0	4	808	819
1304	Sailor	0	4	808	819
1305	Agnar	0	4	808	819
1306	Freidir	48	4	808	819
1307	Borrokar	48	4	808	819
1308	Lanzig	48	53	813	1146
1309	Pontak	48	119	813	819
1310	Freygerd	48	4	808	819
1311	Lensa	48	4	808	819
1312	Jennella	48	4	808	819
1313	Sassilik	48	4	808	819
1314	Inga	48	4	808	819
1315	Fish monger	0	4	808	819
1316	Fur trader	0	4	808	819
1317	Market Guard	48	119	813	819
1318	Warrior	48	4	808	819
1319	Fox	57	98	6561	6560
1320	Bunny	2	183	1242	1243
1321	Bunny	2	183	1242	1243
1322	Gull	0	83	6771	6773
1323	Gull	0	83	6771	6773
1324	Gull	0	83	6771	6773
1325	Gull	0	83	6771	6773
1326	Bear Cub	15	301	4920	4924
1327	Bear Cub	15	301	4920	4924
1328	Unicorn Foal	12	110	6374	6373
1329	Black unicorn Foal	22	110	6374	6373
1330	Fenris wolf	64	97	6580	6556
1331	Fishing spot	0	178	9645	9645
1332	Fishing spot	0	178	9645	9645
1333	Fishing spot	0	178	9645	9645
1334	Jossik	0	4	808	819
1335	Jossik	0	249	1147	1147
1336	Larrissa	0	4	808	819
1337	Larrissa	0	4	808	819
1338	Dagannoth	74	196	1338	1339
1339	Dagannoth	74	196	1338	1339
1340	Dagannoth	74	196	1338	1339
1341	Dagannoth	92	196	1338	1339
1342	Dagannoth	92	196	1338	1339
1343	Dagannoth	92	196	1338	1339
1344	Dagannoth	100	914	1344	1344
1345	Dagannoth	100	915	1345	1345
1346	Dagannoth	100	916	1346	1346
1347	Dagannoth	100	196	1338	1339
1348	Dagannoth mother	100	914	1344	1344
1349	Dagannoth mother	100	915	1345	1345
1350	Dagannoth mother	100	916	1346	1346
1351	Dagannoth mother	100	196	1338	1339
1352	Dagannoth mother	100	196	1338	1339
1353	Dagannoth mother	100	196	1338	1339
1354	Dagannoth mother	100	196	1338	1339
1355	Dagannoth mother	100	196	1338	1339
1356	Dagannoth mother	100	196	1338	1339
1357	Sam	0	4	808	819
1358	Rachael	0	4	808	819
1359	Queen Sigrid	0	4	808	819
1360	Banker	0	4	808	819
1361	Arnor	0	4	808	819
1362	Haming	0	4	808	819
1363	Moldof	0	4	808	819
1364	Helga	0	4	808	819
1365	Matilda	0	4	808	819
1366	Ashild	0	4	808	819
1367	Skraeling	2	4	808	819
1368	Skraeling	2	4	808	819
1369	Fishmonger	0	119	813	819
1370	Greengrocer	0	119	813	819
1371	Prince Brand	0	279	1321	819
1372	Princess Astrid	0	4	808	819
1374	Guard	0	4	808	819
1375	Advisor Ghrim	0	4	808	819
1376	Derrik	0	4	808	819
1377	Farmer	0	944	440	819
1378	Flower Girl	0	4	808	819
1379	Ragnar	1	4	808	819
1380	Einar	1	4	808	819
1381	Alrik	1	4	808	819
1382	Thorhild	1	4	808	819
1383	Halla	1	4	808	819
1384	Yrsa	1	4	808	819
1385	Sailor	0	4	808	819
1386	Rannveig	2	4	808	819
1387	Thora	2	4	808	819
1388	Valgerd	2	4	808	819
1389	Skraeling	2	4	808	819
1390	Broddi	2	4	808	819
1391	Skraeling	2	4	808	819
1392	Ragnvald	2	53	813	1146
1393	Fishmonger	0	4	808	819
1394	Greengrocer	0	4	808	819
1395	Lumberjack Leif	0	945	875	819
1396	Miner Magnus	0	280	6935	819
1397	Fisherman Frodi	0	946	7261	819
1398	Gardener Gunnhild	0	947	10574	819
1399	Fishing spot	0	178	9645	9645
1400	Gull	0	83	6771	6773
1401	Chicken	1	62	5386	5385
1402	Chicken	1	62	5386	5385
1403	Rooster	2	62	5386	5385
1404	Rabbit	2	129	6089	6088
1405	Fishing spot	0	178	9645	9645
1406	Fishing spot	0	178	9645	9645
1407	Daero	0	108	195	189
1408	Waydar	0	108	195	189
1409	Waydar	0	108	195	189
1410	Master of Races	0	-1	-1	-1
1411	Garkor	0	108	195	189
1412	Garkor	0	108	195	189
1413	Lumo	0	108	195	189
1414	Lumo	0	108	195	189
1415	Bunkdo	0	108	195	189
1416	Bunkdo	0	108	195	189
1417	Carado	0	108	195	189
1418	Carado	0	108	195	189
1419	Lumdo	0	108	195	189
1420	Karam	0	238	1412	189
1421	Karam	0	238	1412	189
1422	Karam	0	238	1412	189
1423	Bunkwicket	0	108	195	189
1424	Waymottin	0	108	195	189
1425	Zooknock	0	108	195	189
1426	Zooknock	0	108	195	189
1427	G.L.O. Caranock	0	108	195	189
1428	G.L.O. Caranock	0	108	195	189
1429	Dugopul	0	177	1386	1380
1430	Salenab	0	116	222	219
1431	Trefaji	0	281	1401	1399
1432	Aberab	0	281	1401	1399
1433	Solihib	0	177	1386	1380
1434	Daga	0	177	1386	1380
1435	Tutab	0	177	1386	1380
1436	Ifaba	0	177	1386	1380
1437	Hamab	0	177	1386	1380
1438	Hafuba	0	281	1401	1399
1439	Denadu	0	723	1387	1380
1440	Lofu	0	723	1387	1380
1441	Kruk	149	724	1386	1385
1442	Duke	149	724	1386	1385
1443	Oipuis	149	724	1386	1385
1444	Uyoro	149	724	1386	1385
1445	Ouhai	149	724	1386	1385
1446	Uodai	149	724	1386	1385
1447	Padulah	149	177	1386	1380
1448	Awowogei	0	177	1386	1380
1449	Uwogo	0	177	1386	1380
1450	Muruwoi	0	177	1386	1380
1451	Sleeping Monkey	0	725	1388	1380
1452	Monkey Child	0	177	1386	1380
1453	The Monkey's Uncle	0	177	1386	1380
1454	The Monkey's Aunt	0	177	1386	1380
1455	Monkey Guard	149	177	1386	1380
1456	Monkey Archer	86	177	1386	1380
1457	Monkey Archer	86	177	1386	1380
1458	Monkey Archer	86	177	1386	1380
1459	Monkey Guard	167	281	1401	1399
1460	Monkey Guard	167	281	1401	1399
1461	Elder Guard	0	281	1401	1399
1462	Elder Guard	0	281	1401	1399
1463	Monkey	3	116	222	219
1464	Monkey	3	116	222	219
1465	Monkey Zombie	98	282	1386	1382
1466	Monkey Zombie	129	282	1386	1382
1467	Monkey Zombie	82	282	1386	1382
1468	Bonzara	0	723	1387	1380
1469	Monkey minder	0	4	808	819
1470	Foreman	0	4	808	819
1471	Skeleton	142	726	5517	5518
1472	Jungle demon	195	75	66	63
1473	Spider	1	99	6247	6248
1474	Spider	0	99	6247	6248
1475	Bird	11	85	6772	6774
1476	Bird	5	83	6771	6773
1477	Scorpion	38	722	6252	6257
1478	Jungle spider	37	186	5326	5325
1479	Snake	24	727	277	274
1480	Small ninja monkey	1	177	1386	1380
1481	Medium ninja monkey	1	177	1386	1380
1482	Gorilla	1	281	1401	1399
1483	Bearded gorilla	1	281	1401	1399
1484	Ancient monkey	1	281	1401	1399
1485	Small zombie monkey	1	282	1386	1382
1486	Large zombie monkey	1	282	1386	1382
1487	Monkey	1	116	222	219
1488	Dummy	0	-1	-1	-1
1489	Dummy	0	-1	-1	-1
1490	Dummy	0	-1	-1	-1
1491	Dummy	0	-1	-1	-1
1492	Dummy	0	-1	-1	-1
1493	Dummy	0	-1	-1	-1
1494	Dummy	0	-1	-1	-1
1495	Dummy	0	-1	-1	-1
1496	Dummy	0	-1	-1	-1
1497	Dummy	0	-1	-1	-1
1498	Dummy	0	-1	-1	-1
1499	Dummy	0	-1	-1	-1
1500	Dummy	0	-1	-1	-1
1501	Dummy	0	-1	-1	-1
1502	Dummy	0	-1	-1	-1
1503	Dummy	0	-1	-1	-1
1504	Dummy	0	-1	-1	-1
1505	Dummy	0	-1	-1	-1
1506	Dummy	0	-1	-1	-1
1507	Dummy	0	-1	-1	-1
1508	Forester	0	4	808	819
1509	Woman-at-arms	0	4	808	819
1510	Apprentice	0	29	813	1205
1511	Ranger	0	4	808	819
1512	Adventurer	0	78	7047	7046
1513	Mage	0	29	813	1205
1514	Hiylik Myna	0	4	808	819
1521	Nail beast	69	338	5986	5987
1522	Nail beast	98	338	5986	5987
1523	Nail beast	141	338	5986	5987
1524	Undead Lumberjack	30	335	5965	5965
1525	Undead Lumberjack	30	337	5966	5966
1526	Lanthus	0	4	808	819
1527	Mine cart	0	-1	-1	-1
1528	Zealot	0	4	808	819
1529	Sheep	1	64	5335	5334
1530	Rabbit	1	129	6089	6088
1531	Imp	1	130	171	168
1532	Barricade	0	128	9654	-1
1533	Barricade	0	128	9654	-1
1534	Barricade	0	128	9654	-1
1535	Barricade	0	128	9654	-1
1536	Possessed pickaxe	50	112	187	181
1537	Haze	0	1001	5543	5543
1538	Corpse	0	1004	1442	5479
1539	Skeletal miner	42	71	5483	5479
1540	Treus Dayth	95	73	5538	5539
1541	Ghost	95	1001	5543	5543
1542	Loading crane	0	-1	-1	-1
1543	Innocent-looking key	0	1003	1450	1451
1544	Mine cart	0	-1	-1	-1
1545	Mine cart	0	-1	-1	-1
1546	Mine cart	0	-1	-1	-1
1547	Mine cart	0	-1	-1	-1
1548	Mine cart	0	-1	-1	-1
1549	Ghost	29	73	5538	5539
1550	Chompy bird	6	1052	6764	6765
1551	Mischievous ghost	0	74	5530	5531
1552	Santa	0	4	808	819
1553	Ug	0	1117	1474	283
1554	Aga	0	42	286	283
1555	Arrg	171	42	286	283
1556	Arrg	171	42	286	283
1557	Ug	1	1118	1480	283
1558	Ice wolf	96	97	6580	6556
1559	Ice wolf	132	97	6580	6556
1560	Ice Troll	124	42	286	283
1561	Ice Troll	123	42	286	283
1562	Ice Troll	120	254	926	1139
1563	Ice Troll	121	42	286	283
1564	Ice Troll	120	254	926	1139
1565	Ice Troll	120	42	286	283
1566	Ice Troll	121	42	286	283
1567	Cyreg Paddlehorn	0	118	-1	819
1568	Curpile Fyod	0	4	808	819
1569	Veliaf Hurtz	0	4	808	819
1570	Sani Piliu	0	4	808	819
1571	Harold Evans	0	4	808	819
1572	Radigad Ponfit	0	4	808	819
1573	Polmafi Ferdygris	0	4	808	819
1574	Ivan Strom	0	4	808	819
1575	Skeleton Hellhound	97	187	6580	6577
1576	Stranger	0	-1	-1	-1
1577	Vanstrom Klause	0	-1	-1	-1
1578	Mist	0	125	1261	1261
1579	Vanstrom Klause	0	4	808	819
1580	Vanstrom Klause	0	4	808	819
1581	Vanstrom Klause	0	1184	1501	1501
1582	Fire giant	86	55	4662	4660
1583	Fire giant	86	56	4663	4661
1584	Fire giant	86	56	4663	4661
1585	Fire giant	86	56	4663	4661
1586	Fire giant	86	56	4663	4661
1587	Moss giant	42	57	4656	4654
1588	Moss giant	42	57	4656	4654
1589	Baby red dragon	48	1398	27	21
1590	Bronze dragon	131	77	90	79
1591	Iron dragon	189	77	90	79
1592	Steel dragon	246	77	90	79
1593	Wild dog	63	98	6561	6560
1594	Wild dog	63	98	6561	6560
1595	Saniboch	0	4	808	819
1597	Vannaka	0	31	2561	819
1598	Chaeldar	0	32	112	106
1600	Cave crawler	23	625	268	298
1601	Cave crawler	23	625	268	298
1602	Cave crawler	23	625	268	298
1603	Cave crawler	23	625	268	298
1604	Aberrant spectre	96	33	9469	9470
1605	Aberrant spectre	96	33	9469	9470
1606	Aberrant spectre	96	33	9469	9470
1607	Aberrant spectre	96	33	9469	9470
1608	Kurask	106	634	9442	9443
1609	Kurask	106	634	9442	9443
1610	Gargoyle	111	629	9456	9457
1611	Swarming turoth	89	811	9479	9480
1612	Banshee	23	34	9452	9453
1613	Nechryael	115	635	9490	9492
1614	Death spawn	46	627	9462	9463
1615	Abyssal demon	124	619	1536	1534
1616	Basilisk	61	621	262	263
1617	Basilisk	61	622	262	263
1618	Bloodveld	76	623	9133	9134
1619	Bloodveld	76	624	9437	9438
1620	Cockatrice	37	18	7760	7759
